,pri_school,longitude,latitude,postcode,suburb
1919,WOORRAGEE PRIMARY SCHOOL,146.730420015486,-36.2903999978532,3747,WOORAGEE
1920,WOOREEN PRIMARY SCHOOL,146.014029991454,-38.4003999991338,3953,WOOREEN
1921,WOORI YALLOCK PRIMARY SCHOOL,145.532689965001,-37.7773700017792,3139,WOORI YALLOCK
1922,TORQUAY MONTESSORI CENTRE,144.319349995139,-38.3225400743789,3228,TORQUAY
1923,YEA SCHOOL HOLIDAY PROGRAM,145.428299989479,-37.2131400048863,3717,YEA
1924,KATUNGA SOUTH PRIMARY SCHOOL,145.458939957606,-36.0183800893851,3640,KATUNGA
1925,BILLANOOK PRIMARY SCHOOL,145.339249989171,-37.8249599964794,3765,MONTROSE
1926,BERWICK FIELDS PRIMARY SCHOOL,145.334389964085,-38.048739998526,3806,BERWICK
1927,PAKENHAM SPRINGS PRIMARY SCHOOL,145.470079970344,-38.0845099982667,3810,PAKENHAM
1928,BERWICK CHASE PRIMARY SCHOOL,145.346959979797,-38.0674299985202,3806,BERWICK
1929,PAKENHAM PRIMARY SCHOOL,145.510839995539,-38.0639400010139,3810,PAKENHAM
1930,Botanic Ridge Primary School,145.28622996333,-38.1488799967829,3977,BOTANIC RIDGE
1931,WHITFIELD DISTRICT PRIMARY SCHOOL,146.412059982032,-36.7655799780919,3733,WHITFIELD
1932,BLACKBURN LAKE PRIMARY SCHOOL,145.166099991909,-37.8275999914556,3130,BLACKBURN
1933,COOMBOONA PRIMARY SCHOOL,145.307369988959,-36.284290009497,3629,COOMBOONA
1934,WYNDHAM PARK PRIMARY SCHOOL,144.676549989858,-37.8848699974323,3030,WERRIBEE
1935,MOSSIFACE PRIMARY SCHOOL,147.807089970009,-37.7267899947351,3885,MOSSIFACE
1936,MOUNT BEAUTY PRIMARY SCHOOL,147.171589985747,-36.7394999784715,3699,MOUNT BEAUTY
1937,REDESDALE PRIMARY SCHOOL,144.530979993906,-37.0192899952974,3444,REDESDALE
1938,BUNDOORA PRIMARY SCHOOL,145.062989980929,-37.7073400005971,3083,BUNDOORA
1939,Lucas Primary School,143.780289999422,-37.5479599977972,3350,LUCAS
1940,Ivanhoe East Primary School - Wilfred Road Campus,145.058620000462,-37.7735999987085,3079,IVANHOE EAST
1941,The Alpine School - Don Valley Campus,145.586669983377,-37.7622200045061,3139,DON VALLEY
1942,Hume Valley School - Narrun Campus,144.943160012566,-37.6710999991623,3047,DALLAS
1943,Orchard Park Primary School,145.396720015504,-38.0548599959274,3809,OFFICER
1944,MERNDA PARK PRIMARY SCHOOL,145.096939963232,-37.6140300003524,3754,MERNDA
1945,WELSHPOOL PRIMARY SCHOOL,146.430979981015,-38.665680005415,3966,WELSHPOOL
1946,Williamstown Primary School,144.899509983273,-37.8639200003827,3016,WILLIAMSTOWN
1947,SYDENHAM PRIMARY SCHOOL,144.76236997436,-37.6940100020303,3037,SYDENHAM
1948,SYDENHAM-HILLSIDE PRIMARY SCHOOL,144.76236997436,-37.6940100020303,3037,SYDENHAM
1949,ST MARY MAGDALENS SCHOOL,145.101200004453,-37.8797799892978,3148,CHADSTONE
1950,TARNEIT RISE PRIMARY SCHOOL,144.665819973929,-37.8361799964109,3029,TARNEIT
1951,TRAWALLA PRIMARY SCHOOL,143.469860016975,-37.4377299986089,3373,TRAWALLA
1952,WESTGARTH PRIMARY SCHOOL,145.005559987345,-37.7764700000847,3070,NORTHCOTE
1953,ESSEX HEIGHTS JUNIORS,145.113490003534,-37.8595699880198,3149,MOUNT WAVERLEY
1954,WURRUK PRIMARY SCHOOL,147.039950020309,-38.1067999860008,3850,WURRUK
1955,YAN YEAN PRIMARY SCHOOL,145.107919989,-37.571239998842,3755,YAN YEAN
1956,WEMBLEY PRIMARY SCHOOL,144.874429992273,-37.8210400014108,3013,YARRAVILLE
1957,WOODBURN CREEK PRIMARY SCHOOL,143.987649997766,-37.8403999928544,3333,MEREDITH
1958,WOOLSTHORPE PRIMARY SCHOOL,142.431759948613,-38.1874099928357,3276,WOOLSTHORPE
1959,TYNTYNDER PRIMARY SCHOOL,143.532650053524,-35.2528998956229,3586,TYNTYNDER
1960,WOORIEN SOUTH PRIMARY SCHOOL,143.452370001812,-35.2904000298754,3588,WOORINEN SOUTH
1961,WILLAURA PRIMARY SCHOOL,142.739460009293,-37.5446899869439,3379,WILLAURA
1962,WOADY YALOAK PRIMARY SCHOOL ROSS CREEK CAMPUS,143.752089989853,-37.6523499976537,3351,ROSS CREEK
1963,WAREEK PRIMARY SCHOOL,143.611529944347,-36.9912399916779,3465,WAREEK
1964,ARALUEN PRIMARY SCHOOL,147.088760024779,-38.1073499857588,3850,SALE
1965,PORTARLINGTON PRIMARY SCHOOL,144.654979983905,-38.1155199944041,3223,PORTARLINGTON
1966,WATCHEM PRIMARY SCHOOL,142.860980017188,-36.1476299874291,3482,WATCHEM
1967,SPRINGVIEW PRIMARY SCHOOL,145.16652999697,-37.8081799893648,3130,BLACKBURN NORTH
1968,SOMERS PRIMARY SCHOOL,145.164609971602,-38.39211999683,3927,SOMERS
1969,GRAYLING PRIMARY SCHOOL,145.372819990545,-38.0828499974252,3978,CLYDE NORTH
1970,LIDDIARD ROAD PRIMARY SCHOOL,146.551479981757,-38.2015999985471,3844,TRARALGON
1971,TRARALGON PRIMARY SCHOOL LIDDIARD ROAD,146.551479981757,-38.2015999985471,3844,TRARALGON
1972,TRARALGON (LIDDIARD ROAD) PRIMARY SCHOOL,146.551479981757,-38.2015999985471,3844,TRARALGON
1973,ESSENDON NORTH PRIMARY SCHOOL,144.903189993873,-37.7415200028747,3041,ESSENDON NORTH
1974,WATSONIA NORTH PRIMARY SCHOOL,145.080509985657,-37.7003999997591,3087,WATSONIA NORTH
1975,DIXONS CREEK PRIMARY SCHOOL,145.413519983169,-37.5923300012311,3775,DIXONS CREEK
1976,Gilgai Plains Primary School,144.959309967745,-37.5324199994009,3064,KALKALLO
1977,AVONDALE PRIMARY SCHOOL,144.860849974372,-37.7678399981581,3034,AVONDALE HEIGHTS
1978,ROSANNA GOLF LINKS PRIMARY SCHOOL,145.074119967976,-37.7351199985353,3084,ROSANNA
1979,MINERS REST PRIMARY SCHOOL,143.794699973946,-37.4778799982781,3352,MINERS REST
1980,ST FRANCIS OF ASSISI CATHOLIC PRIMARY SCHOOL,144.698229981993,-37.8482899926636,3029,TARNEIT
1981,WOLLERT PRIMARY SCHOOL,145.027109958553,-37.611329998535,3750,WOLLERT
1982,SANDRINGHAM PRIMARY SCHOOL,145.009470008067,-37.9470399934091,3191,SANDRINGHAM
1983,SOUTH MELBOURNE PARK PRIMARY SCHOOL,144.962699959819,-37.8405399955488,3206,ALBERT PARK
1984,WOODEND PRIMARY SCHOOL,144.532939966833,-37.3534200005261,3442,WOODEND
1985,MANSFIELD RUDOLF STEINER SCHOOL,146.085749995642,-37.0613900049776,3722,MANSFIELD
1986,WONGA PARK PRIMARY SCHOOL,145.273999991907,-37.7306399983413,3115,WONGA PARK
1987,GEELONG GRAMMAR SCHOOL TOORAK CAMPUS,145.008859983932,-37.8392999967005,3142,TOORAK
1988,YALLOCK PRIMARY SCHOOL,145.578199986775,-38.1959599995939,3981,BAYLES
1989,AUBURN PRIMARY SCHOOL,145.050479995779,-37.8202799874387,3123,HAWTHORN EAST
1990,Willowbank Primary School,144.608059982124,-37.50426000048,3437,GISBORNE
1991,BEECH FOREST PRIMARY SCHOOL,143.566529997788,-38.631509989925,3237,BEECH FOREST
1992,WARRANDYTE WEST PRIMARY SCHOOL,145.207679985435,-37.7482199978425,3113,WARRANDYTE
1993,FLOWERDALE PRIMARY SCHOOL,145.291359973354,-37.3169200029611,3717,FLOWERDALE
1994,STANHOPE PRIMARY SCHOOL,144.988019989111,-36.4480999965011,3623,STANHOPE
1995,UPWEY PRIMARY SCHOOL,145.332799971628,-37.9028699965122,3158,UPWEY
1996,VERDALE PRIMARY SCHOOL,145.207089957702,-37.8284599963001,3132,MITCHAM
1997,VICTORIA PARK POST PRIMARY SCHOOL,144.99652997364,-37.7973499945957,3067,ABBOTSFORD
1998,Keysborough Gardens Primary School,145.161269980696,-38.0095299992477,3173,KEYSBOROUGH
1999,MINYIP CLASS 2,142.585160007663,-36.4615999791297,3392,MINYIP
