street_adress,suburb,postcode,area,property_type,bedrooms,bathrooms,carspaces,price,time,latitude,longitude
"29 Godfrey Avenue, St Kilda East",ST KILDA EAST,3183,Glen Eira Council - Greater Area,House,3.0,1.0,0,799,2022-08-17T16:42:03,-37.8634224,144.992752
"908/500 Flinders Street, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,200,2022-08-17T16:34:28,-37.82002,144.957825
"2/969 Riversdale Road, Surrey Hills",SURREY HILLS,3127,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,460,2022-08-17T16:29:33,-37.835598,145.097549
"12 MacFarlan Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,House,2.0,1.0,0,625,2022-08-17T16:23:43,-37.840126,144.988449
"20 Bowen Street, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,House,2.0,1.0,0,595,2022-08-17T16:02:27,-37.81612,144.993774
"36/156 Beaconsfield Parade, Albert Park",ALBERT PARK,3206,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,675,2022-08-17T15:58:40,-37.8497925,144.953339
"702/1 Olive York Way, Brunswick West",BRUNSWICK WEST,3055,Moreland City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,380,2022-08-17T15:48:46,-37.7580757,144.938766
"9/43 Gillies Street, Fairfield",FAIRFIELD,3078,Darebin City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,320,2022-08-17T15:21:03,-37.7807541,145.016983
"1 Fakenham Road, Ashburton",ASHBURTON,3147,Boroondara City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,2,670,2022-08-17T15:20:36,-37.8616524,145.082184
"6/169 Ormond Road, Elwood",ELWOOD,3184,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,340,2022-08-17T15:08:25,-37.8863144,144.989685
"1606/8 Bowen Crescent, Melbourne",MELBOURNE,3004,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,650,2022-08-17T14:25:03,-37.83542,144.97258
"2/10 Asling Street, Brighton",BRIGHTON,3186,Bayside - Greater Area,Townhouse,3.0,3.0,2,"1,9",2022-08-17T14:22:43,-37.90421,145.002121
"25 Narambi Crescent, Frankston",FRANKSTON,3199,Frankston Council - Greater Area,House,3.0,1.0,2,440,2022-08-17T14:19:25,-38.15449,145.15451
"5/80 Queens Road, Melbourne",MELBOURNE,3004,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,350,2022-08-17T13:30:20,-37.8532562,144.97966
"1508/3 Yarra Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,550,2022-08-17T13:20:44,-37.8382,144.992813
"2/2-6 Docker St, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,340,2022-08-17T13:20:32,-37.82262,144.997116
"4/42 Princes Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,800,2022-08-17T13:10:57,-37.8406868,144.935471
"410/9-13 O'Connell Street, North Melbourne",NORTH MELBOURNE,3051,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,430,2022-08-17T13:10:27,-37.8055878,144.958
"8 Glenda Street, Doncaster",DONCASTER,3108,Manningham City - Greater Area,House,4.0,1.0,2,600,2022-08-17T13:00:56,-37.7830048,145.104263
"408 Auburn Road, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,House,3.0,2.0,2,830,2022-08-17T12:50:26,-37.83544,145.042389
"Level 1/1475A Malvern Road, Glen Iris",GLEN IRIS,3146,Boroondara City Council - Greater Area,ApartmentUnitFlat,3.0,1.0,1,450,2022-08-17T12:34:42,-37.853157,145.0435
"6/48 Gordon Avenue, Geelong West",GEELONG WEST,3218,Geelong & District - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-17T12:21:06,-38.1436844,144.348465
"1/15 Thomas Street, Hampton",HAMPTON,3188,Bayside - Greater Area,Townhouse,3.0,3.0,2,"1,0",2022-08-17T12:15:24,-37.9394569,145.01297
"4/48 Church Road, Carrum",CARRUM,3197,Kingston City Council - Greater Area,Townhouse,3.0,2.0,1,675,2022-08-17T12:14:15,-38.0814056,145.1295
"1/48 Church Road, Carrum",CARRUM,3197,Kingston City Council - Greater Area,Townhouse,3.0,3.0,2,685,2022-08-17T12:09:32,-38.0814056,145.1295
"402/11 Reid Street, Fitzroy North",FITZROY NORTH,3068,Moreland City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,675,2022-08-17T11:49:31,-37.7850037,144.978088
"33/637 Orrong Rd, Toorak",TOORAK,3142,Stonnington - Greater Area,Townhouse,2.0,1.0,1,665,2022-08-17T11:45:02,-37.8474,145.01207
"82 Commercial Road, Prahran",PRAHRAN,3181,Stonnington - Greater Area,House,3.0,1.0,1,775,2022-08-17T11:08:51,-37.8463745,144.98909
"11/2 Freeman St, Hawthorn East",HAWTHORN EAST,3123,Boroondara City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,275,2022-08-17T11:05:23,-37.8221664,145.051971
"40B Leumear Street, Oakleigh East",OAKLEIGH EAST,3166,Monash City - Greater Area,Townhouse,3.0,1.0,2,499,2022-08-17T11:02:05,-37.9053955,145.118942
"50a David Street, Hampton",HAMPTON,3188,Bayside - Greater Area,Townhouse,3.0,2.0,1,"1,1",2022-08-17T10:36:44,-37.9431877,145.01683
"G06/261 Centre Road, Bentleigh",BENTLEIGH,3204,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,385,2022-08-17T10:07:46,-37.91723,145.0312
"24/24 Tanner Street, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,680,2022-08-17T09:42:24,-37.8235626,144.991333
"4/36 Aberdeen Road, Prahran",PRAHRAN,3181,Stonnington - Greater Area,ApartmentUnitFlat,2.0,1.0,1,400,2022-08-17T08:34:28,-37.8527946,145.004257
"3/9 Moule Street, Brunswick West",BRUNSWICK WEST,3055,Moreland City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,380,2022-08-16T18:54:19,-37.7709122,144.941162
"2/352-362 Victoria Street, North Melbourne",NORTH MELBOURNE,3051,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,330,2022-08-16T18:32:22,-37.80549,144.954346
"21 Blamey Street, Bentleigh East",BENTLEIGH EAST,3165,Glen Eira Council - Greater Area,House,4.0,2.0,4,650,2022-08-16T17:09:01,-37.9338264,145.067886
"5 Scotch Circuit, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,Townhouse,3.0,2.0,2,850,2022-08-16T17:06:57,-37.83523,145.041428
"Unit 1402/560 Lonsdale St, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,0,595,2022-08-16T17:04:17,-37.81403,144.9556
"57 Emerald Hill, South Melbourne",SOUTH MELBOURNE,3205,Port Philip City Council - Greater Area,ApartmentUnitFlat,3.0,1.0,1,720,2022-08-16T16:42:30,-37.83478,144.960938
"6/667 Glenhuntly Road, Caulfield",CAULFIELD,3162,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,460,2022-08-16T16:19:48,-37.88618,145.017059
"11/8 Walnut Street, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,260,2022-08-16T16:06:43,-37.8858566,145.062363
"215/56 Nicholson Street, Abbotsford",ABBOTSFORD,3067,Yarra City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,2,595,2022-08-16T15:57:07,-37.80782,144.9965
"10/45 Church Street, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,415,2022-08-16T15:12:16,-37.8146973,145.022186
"12 Brisbane Street, Murrumbeena",MURRUMBEENA,3163,Glen Eira Council - Greater Area,House,3.0,1.0,1,550,2022-08-16T15:03:27,-37.88569,145.068832
"2/14 Palmer Avenue, Brighton East",BRIGHTON EAST,3187,Bayside - Greater Area,ApartmentUnitFlat,2.0,1.0,1,370,2022-08-16T14:56:40,-37.9113121,145.015274
"8A Hatfield Street, Balwyn North",BALWYN NORTH,3104,Boroondara City Council - Greater Area,House,3.0,2.0,2,950,2022-08-16T14:55:59,-37.79424,145.066238
"7 Haverbrack Avenue, Malvern",MALVERN,3144,Stonnington - Greater Area,House,5.0,4.0,2,350,2022-08-16T14:42:54,-37.85349,145.031143
"19 Parkdale Avenue, Balwyn",BALWYN,3103,Boroondara City Council - Greater Area,House,3.0,1.0,2,600,2022-08-16T14:42:26,-37.80808,145.089783
"21 Flett Street, Preston",PRESTON,3072,Darebin City Council - Greater Area,House,3.0,1.0,1,720,2022-08-16T14:37:19,-37.7487869,145.005447
"49A Fewster Road, Hampton",HAMPTON,3188,Bayside - Greater Area,House,3.0,2.0,1,620,2022-08-16T14:20:47,-37.9381,145.016663
"61 Chatsworth Road, Prahran",PRAHRAN,3181,Stonnington - Greater Area,House,2.0,2.0,1,600,2022-08-16T14:01:23,-37.850338,145.006653
"307/52 Nott Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,480,2022-08-16T14:01:09,-37.8408432,144.938736
"13 Middleton Street, Highett",HIGHETT,3190,Bayside - Greater Area,House,3.0,1.0,6,600,2022-08-16T12:58:47,-37.95118,145.03894
"2/9 Poets Grove, Elwood",ELWOOD,3184,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,550,2022-08-16T12:51:09,-37.8815155,144.990341
"206/126 Carlisle Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,525,2022-08-16T12:42:19,-37.86794,144.988266
"3/34 Denbigh Road, Armadale",ARMADALE,3143,Stonnington - Greater Area,ApartmentUnitFlat,2.0,1.0,0,400,2022-08-16T12:39:21,-37.8580666,145.015991
"7 Hawsleigh Ave, Balaclava",BALACLAVA,3183,Port Philip City Council - Greater Area,House,3.0,1.0,0,700,2022-08-16T12:37:07,-37.87023,144.997726
"21 Valentine Grove, Armadale",ARMADALE,3143,Stonnington - Greater Area,House,3.0,1.0,1,"1,1",2022-08-16T12:21:53,-37.86346,145.025757
"7/24 Lisson Grove, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,350,2022-08-16T11:50:46,-37.82697,145.029343
"2/146 Glen Iris Road, Glen Iris",GLEN IRIS,3146,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,600,2022-08-16T11:50:32,-37.8566551,145.066483
"3/13 Kalymna Grove, Chadstone",CHADSTONE,3148,Monash City - Greater Area,Townhouse,3.0,1.0,1,550,2022-08-16T11:29:22,-37.8876266,145.1033
"708B Waverley Road, Malvern East",MALVERN EAST,3145,Stonnington - Greater Area,ApartmentUnitFlat,2.0,1.0,1,550,2022-08-16T11:24:27,-37.87868,145.088165
"201/7 Brighton Road, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,420,2022-08-16T11:02:48,-37.8684921,144.986938
"3/11 Austin Street, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,0,435,2022-08-16T11:02:21,-37.823555,145.022919
"9/50 Bowlers Avenue, Geelong West",GEELONG WEST,3218,Geelong & District - Greater Area,ApartmentUnitFlat,1.0,1.0,1,450,2022-08-16T11:01:00,-38.1434937,144.346466
"22 Peacedale Grove, Blackburn",BLACKBURN,3130,Whitehorse City Council - Greater Area,House,3.0,1.0,2,460,2022-08-16T10:21:56,-37.8160744,145.166367
